ID,V8,Amount,V6,V26,V9,V27,V13,V22,V12,V23,V19,V5,V4,V24,V17,V15,V21,V10,V16,V25,V1,V2,V11,V20,V18,V7,V28,V3,V14,Class
79,-0.12450786751126852,-0.42747227403488375,-0.07822522752805713,0.47190715414806733,0.7976989236448874,-0.14873233490868015,0.3432602235590074,-0.7467621515600996,0.7364948635604223,0.22385882860042303,0.07762627625668951,0.39207166734401416,-0.6623896902317375,-1.0942921657476863,0.4575410345187154,0.14715227415283494,-0.22441445227557666,0.6367912904353904,0.611270360094349,-0.31412954424670353,0.8012533151180738,-0.49820517401915027,-1.1395635401339699,-0.36516173813009717,0.17959429752158088,0.5129813701837851,-0.2690852412332157,0.3533803977912008,0.7938748081700685,0
592,0.0030838252679758382,-0.396674490318726,0.6565787226937043,-0.6420874159712028,0.8117772774415637,-0.009242971782311005,-0.3018110498187125,0.2269911285577139,0.9818553366150785,-0.026895433725449117,-0.2726800805130516,0.20124343031747674,-0.2675705442971835,0.5181897515113172,0.5938885499724221,-1.3595096266517295,-0.10578691827690745,0.6019212817062546,0.38843466027661944,0.7789172100548171,0.6083550269267626,-0.5054499741881346,-0.29008111037733464,-0.36738831852086495,0.26432941482314287,0.397125228048798,-0.09076929659261038,0.747734615126685,0.7107207248715122,0
430,0.08769073389498874,-0.20368643646352358,2.237863822010902,-1.1123169265757997,0.7069787068106587,-0.10044112470345025,1.8144700027256229,-0.8266295127712932,-0.015258547463541825,0.07704676262114002,0.35622818900070635,0.6877270506788724,-1.2565640743338855,1.728666794223935,0.6244791197497574,0.3348065487886075,-0.2007856293098711,0.6826862683294805,1.0283842688044877,0.4859747835960991,0.6666909434842042,-0.6808892437235589,-0.2957053771024375,0.04503631637633435,0.09523455435366923,0.27931387754670844,-0.08408092126142065,0.42301295490188207,1.0549425432595532,0
235,0.08654967147519503,-0.43511832574804915,-0.6487489433346321,1.0812517727918367,0.16390693443176318,-0.6466520847042518,-0.539698409171225,0.8139749695453793,0.6745141091751788,-0.053505902046338635,-0.47861176671407174,0.5306780702180985,-0.7486489519544107,1.571367049586435,0.5820986532675809,-0.6211720126820913,0.08387169887350765,0.4522494506549554,0.5227063099361815,0.2961654065030361,0.09279822614314091,-0.3912311554008879,-1.2316518042487223,-0.7552393811299072,0.3155610799323311,0.5698797594945104,-1.3736740546909048,0.08849482467380557,1.1222973608799405,0
13,1.1035853492649836,-0.20466889003560626,-0.6984234751666035,-0.13044923985840898,-3.4702243607272787,-3.076754354407194,1.5679473363564183,0.5281335590153299,-1.5827705376322523,-0.37059478763904086,2.3022897767974633,-3.12085494694363,2.2128200178598054,1.4028712780114805,-2.853653422540691,0.23130358405319837,0.12838362214145227,-2.6213107603909083,-2.3953487340882273,-0.3651612090911816,-2.934398152432277,1.9144119219819262,0.92134773080292,-0.6756314155617675,-3.1037961852456872,-2.67526884844769,-2.3680404786963254,-2.3711260727974564,-0.7449181949488277,1
423,-0.048513416238895005,-0.22325007715977913,0.14859496603079178,-1.4906685425477466,0.30746099530677745,-0.29093109221439045,0.590369193218191,-1.043334756613071,0.7879940239928735,-0.04141646725589624,0.10436256116541542,0.30246039742658615,-0.3888275627981955,0.698741224891847,0.6106547405858426,1.600963617975268,-0.27137832114814625,0.7437451423554134,0.38741512248681154,0.05031921137536713,0.14054394087168873,-0.04025993927114564,-0.5316653756333146,-0.07658421237326658,-0.005012436722431387,0.6082139678029486,-0.6821378643754479,0.774935186963535,0.799769496196022,0
295,0.012974423917269412,-0.3070149230230045,0.16653772170747597,0.8742997903610277,0.9515864563966013,0.08001925632454553,-0.9789451540241019,0.45583978161248456,0.588894661618194,-0.154877843562246,-0.2071647296783078,0.13480775415743756,-0.703880449712329,0.8459101353361154,0.548752500204813,0.0671502737158501,-0.08404261973209086,0.6823558988614521,0.556731355717256,-0.12229559643161111,0.14589499678234666,-0.18716599860438976,-1.0618184297785818,-0.004016091296584464,0.496717278943768,0.48600681263138984,-0.03289605864183215,0.8275826910004473,0.6829371071377088,0
604,1.3697291331288066,0.37015188037817387,-2.1685053904020255,1.0736238115762788,-1.466834740095051,-1.4887788660002463,0.358472532824863,0.5996886257025617,-2.9062991051751355,-0.8943057219732874,2.73655571798602,-2.078717349085846,1.8787519982282896,0.900245049615088,-2.1122012782779476,0.6327316978992098,0.9295931267928639,-2.7031664298028417,-2.786612788998373,0.5347764083432555,-1.5370769011895564,1.5124923405150599,2.3592955459912535,-0.9400933551606382,-1.9439327557050092,-1.7932914454185669,-1.1953444199958838,-2.338315227971588,-2.3231323019324392,1
105,0.18469020355765156,-0.43507561037534986,-0.15346405554801296,1.5689940710432835,-0.4312367791947182,0.5517664946402004,0.6565969461923967,0.0527375774831578,-0.34444303132260784,-0.15749227504614527,1.0997495758746154,0.016302277639411878,-0.00030660200503347955,-0.8654716714912962,-0.5487802321493402,0.6708769659095644,0.1488626642843422,-0.466083549022213,-0.814267600756618,0.3006744686972973,0.18062096968087032,0.1952546787520034,0.15238744859991848,0.33723533854926235,-0.8454615328137112,-0.055575957665477994,0.42691778465992514,0.10610578562878355,-0.5843591200937946,1
308,0.24310471902139508,2.6741763684029105,1.207569495653004,0.1966463415769888,-0.28333610442774276,1.047641382685489,-1.0606218556299916,0.533378291066713,-0.5636063215687268,0.7958306268603478,-0.7565818285586653,-0.476117294734113,-0.1768058567126722,-1.0376474400674012,-0.3783375486237759,0.010810850310195057,0.2264660011753679,-0.8410684776980464,-0.7412196916034063,-2.5252006936659366,-0.018487541136012007,-0.0017604444305464434,0.22276271662909547,-0.0035425643310271868,-1.0164273763819736,0.4180296627890381,0.7905088392106554,-0.47463876961640444,-0.7912512217078026,1
