ID,od280/od315_of_diluted_wines,alcalinity_of_ash,malic_acid,flavanoids,proline,ash,class
34,0.5585776676086214,-0.18692800669181386,-0.9344233472823122,0.009198879160776056,-1.4356226066256328,-1.6416943172751242,1
62,-1.3895844432789908,0.11064796808663481,0.20588570215455393,-1.3265060407858758,0.22265653115747042,-0.05533801069466753,2
85,0.3220151255722686,-1.317716710849919,-0.5221577678705221,1.3350824394019378,2.1384714441265857,0.23979804634355711,0
44,0.7673093223465797,-0.4845039814702625,-0.17129344496687085,1.266332921463507,2.326912255238302,-0.3135820606031149,0
36,1.4074197302096523,-0.5440191764259521,-0.6625034970319825,0.333303749441949,0.7722755635666428,0.49804209625200285,0
5,-0.42941883148438187,0.4082239428650835,0.39886107975156226,-1.5032905154846974,-0.5311067132893947,1.1620982245880083,2
67,1.4909123921048357,2.6400437537034485,-0.2677811337653752,2.9948922296297624,-0.9550985382907563,3.117374602466244,1
80,-1.7513859781581187,1.3009518672004294,-0.03971932387800173,-0.9238302928607822,-0.6567339206972056,0.05533801069466589,2
45,1.0734490826289191,0.11064796808663481,0.03922514877531967,0.7458008570725326,-0.4525897086595129,0.12912202495422204,1
117,0.22460702002788757,1.4497398545896538,-0.6361886728142089,0.41187462708586975,-1.3414022010697748,-0.3135820606031149,1
86,0.04370625258832373,0.11064796808663481,-0.3818120387090618,1.0895484467646857,1.6045558126433899,1.2358822388475645,0
31,-0.15110995850043765,-0.4845039814702625,-0.6186454566690264,0.3922319076748896,1.0549367802342173,0.6087181176413362,0
74,0.6699012168021993,0.5570119302543078,3.021571893456355,0.6083018211956712,-1.2220563540323544,-0.9407461818093414,1
43,0.015875365289929243,-0.18692800669181386,-0.7326763616127129,0.23509015238704803,0.5273025091214117,-0.682502131900894,1
139,0.36376145651985997,-0.7225647612930217,-0.4782997275075657,0.8636571735384138,1.6987762181992478,1.1620982245880083,0
58,-1.5983160980169493,0.7057999176435321,0.2760585667352842,-0.6586535808125498,-0.9079883355128273,0.3504740677328905,2
1,0.8368865405925663,-1.0498983335493146,-0.5133861597979309,0.8931212526548838,1.3375979969017917,0.8669621675497836,0
91,-0.06761729660525422,0.11064796808663481,-0.6888183212497564,1.3449037991074277,1.133453784864099,0.8669621675497836,0
97,-1.3756689996297937,-0.03814001930258952,0.030453540702728578,-1.4934691557792072,-0.93939513736478,-0.38736607486267105,2
64,0.15502980178190168,-2.4485054150080234,-0.548472592088296,1.6297232305666403,1.1962673885680044,0.01844600356488863,0
121,1.01778730803213,-0.7820799562487112,-0.5133861597979309,0.9520494108878244,0.3639871394912576,-1.0514222031986749,0
100,1.2960961810160743,-1.0796559310271598,-0.8817936988467646,1.0993698064701756,0.866495969122501,-0.4242580819924483,0
11,-1.7931323091057103,1.7473158293681026,-0.39935525485424433,-0.7372244584564706,-1.0807257456985673,1.346558260236898,2
127,-1.4730771051741742,1.0033758924219809,1.1795341982121863,-1.0907934078541137,-0.23274209569584392,0.7931781532902275,2
119,-1.2365145631378214,2.1936797915357755,0.5918364573485702,-1.4247196378407767,0.3482837385652813,0.9407461818093398,2
137,0.8925483151893546,0.11064796808663481,-0.8817936988467646,0.8734785332439036,-0.279852298473773,1.1620982245880083,1
4,-1.4452462178757797,0.4082239428650835,1.2935651031558728,-1.0907934078541137,-0.7823611281050165,-0.01844600356489027,2
134,0.5307467803102269,-2.2699598301409547,-0.425670079072018,1.58061643203919,2.4431174220905274,-0.01844600356489027,0
92,0.0993680271851127,-1.2284439184163842,-0.7502195777578955,0.5984804614901814,0.7879789644926193,-1.0514222031986749,0
72,0.12719891448350717,0.8545879050327565,-0.7502195777578955,1.1975834035250765,1.620259213569366,1.1620982245880083,0
132,-0.06761729660525422,0.7057999176435321,1.7058306825676628,-0.2756205522984365,-0.5939203169933002,-0.01844600356489027,1
53,0.7116475477497908,1.0033758924219809,1.328651535446238,0.5100882241407703,-0.9613798986611469,0.05533801069466589,1
57,-1.4730771051741742,0.11064796808663481,1.6882874664224805,-1.3166846810803858,0.20695313023149406,-0.4611500891222272,2
94,0.8090556532941717,-0.9606255411157808,-0.6011022405238438,0.8538358138329234,0.9136061719004301,-0.49804209625200446,0
126,0.3915923438182545,-1.0796559310271598,-0.548472592088296,0.7163367779560621,1.7301830200512007,0.09223001782444479,0
109,0.8229710969433687,1.1819214772890505,-0.8993369149919471,-0.4327623075862778,-0.4525897086595129,-0.3135820606031149,1
93,0.21069157637869063,-0.7820799562487112,-0.5572442001608873,0.15651927474312727,1.620259213569366,-0.9038541746795625,0
105,-0.42941883148438187,0.4082239428650835,-1.4168617912748327,-0.02026519995569445,-1.0524596240318098,0.4242580819924467,1
102,-1.8348786400533021,1.3009518672004294,0.670780930001892,-0.452405026997258,-0.8451747318089219,0.8669621675497836,2
81,1.0595336389797214,-1.0201407360714703,-0.5660158082334786,1.2368688423470369,0.0813259228236832,-0.27669005347333603,0
23,0.36376145651985997,-0.15717040921396858,-0.609873848596435,1.138655245292136,2.3426156561642784,-0.09223001782444643,0
48,-1.2921763377346103,1.5985278419788782,2.7671952593512077,-1.4050769184297964,-0.7980645290309928,0.9407461818093398,2
130,0.21069157637869063,-0.3357159940810382,-0.8905653069193559,-0.6586535808125498,-0.650452560326815,-1.7892623457942365,1
33,0.9899564207337356,0.348708747909394,-0.7765344019756693,-0.42294094788078773,-0.8608781327348982,-1.4572342816262338,1
59,-1.2086836758394268,0.8545879050327565,1.758460331003211,-1.5327545946011676,-0.7823611281050165,-0.4611500891222272,2
68,-0.1650254021496346,0.11064796808663481,0.2848301748078757,-0.0006224805447142578,-0.5091219519930278,1.9737223814431244,1
9,0.7951402096449742,0.8545879050327565,-0.8467072665563996,0.2547328717980282,-1.2063529531063781,0.4242580819924467,1
75,1.3517579556128632,-1.0796559310271598,-0.5923306324512525,0.2940183106199886,0.8350891672705483,-0.6456101247711168,0
108,-1.8487940837024994,0.5570119302543078,1.0479600771233168,-0.8157953361003913,-0.5311067132893947,-0.09223001782444643,2
104,-1.222599119488624,0.2594359554758591,2.889997772367486,-1.3952555587243065,-0.09141148736205672,0.23979804634355711,2
115,-0.24851806404481805,2.6400437537034485,-0.1976082691846449,0.20562607327057797,-0.9519578581055611,1.4572342816262314,1
10,1.031702751681327,-1.317716710849919,0.6532377138567094,0.9815134900042944,0.23835993208344677,0.6456101247711151,0
15,1.3239270683144688,0.2594359554758591,-0.548472592088296,-0.10865743730510509,-0.30497773995533517,-1.4941262887560118,1
