3.886900024414062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.540000152587890625e+01,1.502999973297119141e+01,2.188999938964843750e+01
3.952399902343750000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.130000305175781250e+01,2.145999908447265625e+01,6.199999809265136719e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.390000152587890625e+01,2.287999916076660156e+01,1.810000038146972656e+01
1.098499984741210938e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.459999847412109375e+01,2.327000045776367188e+01,1.810000038146972656e+01
3.780799865722656250e+02,0.000000000000000000e+00,2.500000000000000000e+01,9.340000152587890625e+01,1.443999958038330078e+01,5.130000114440917969e+00
3.927799987792968750e+02,0.000000000000000000e+00,9.500000000000000000e+01,3.320000076293945312e+01,3.809999942779541016e+00,2.680000066757202148e+00
7.679999828338623047e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.540000152587890625e+01,2.438999938964843750e+01,1.810000038146972656e+01
3.940799865722656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.840000152587890625e+01,1.459000015258789062e+01,2.188999938964843750e+01
3.042099914550781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.830000305175781250e+01,1.930999946594238281e+01,1.810000038146972656e+01
3.914299926757812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.840000152587890625e+01,1.464999961853027344e+01,1.810000038146972656e+01
3.761400146484375000e+02,0.000000000000000000e+00,2.200000000000000000e+01,7.919999694824218750e+01,1.014999961853027344e+01,5.860000133514404297e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.455999946594238281e+01,1.810000038146972656e+01
3.832300109863281250e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01,8.939999580383300781e+00,1.282999992370605469e+01
3.634299926757812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.740000152587890625e+01,4.590000152587890625e+00,1.957999992370605469e+01
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.350000000000000000e+01,1.335000038146972656e+01,2.773999977111816406e+01
3.703099975585937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.700000000000000000e+01,2.540999984741210938e+01,2.564999961853027344e+01
3.892500000000000000e+02,1.000000000000000000e+00,4.000000000000000000e+01,4.900000000000000000e+01,6.050000190734863281e+00,6.409999847412109375e+00
3.840700073242187500e+02,0.000000000000000000e+00,2.000000000000000000e+01,8.459999847412109375e+01,1.478999996185302734e+01,3.970000028610229492e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.969999694824218750e+01,1.432999992370605469e+01,9.689999580383300781e+00
3.775599975585937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.140000152587890625e+01,1.140999984741210938e+01,5.960000038146972656e+00
3.928999938964843750e+02,0.000000000000000000e+00,1.000000000000000000e+02,4.050000000000000000e+01,3.950000047683715820e+00,1.320000052452087402e+00
3.968999938964843750e+02,0.000000000000000000e+00,8.000000000000000000e+01,2.339999961853027344e+01,4.699999809265136719e+00,4.949999809265136719e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000000e+01,5.639999866485595703e+00,1.193000030517578125e+01
3.887399902343750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.419999694824218750e+01,1.044999980926513672e+01,1.001000022888183594e+01
3.833699951171875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.599999904632568359e+00,5.809999942779541016e+00,6.909999847412109375e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.080000305175781250e+01,7.599999904632568359e+00,6.199999809265136719e+00
3.917000122070312500e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.850000000000000000e+01,9.710000038146972656e+00,6.199999809265136719e+00
3.682399902343750000e+02,0.000000000000000000e+00,7.000000000000000000e+01,2.010000038146972656e+01,4.969999790191650391e+00,2.240000009536743164e+00
3.929200134277343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.029999923706054688e+01,1.042000007629394531e+01,1.810000038146972656e+01
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.840000152587890625e+01,5.039999961853027344e+00,2.460000038146972656e+00
3.878900146484375000e+02,0.000000000000000000e+00,2.000000000000000000e+01,9.159999847412109375e+01,8.100000381469726562e+00,3.970000028610229492e+00
3.968999938964843750e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.380000305175781250e+01,1.792000007629394531e+01,1.389000034332275391e+01
3.955799865722656250e+02,0.000000000000000000e+00,2.500000000000000000e+01,4.340000152587890625e+01,9.500000000000000000e+00,5.130000114440917969e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.329999923706054688e+01,1.414999961853027344e+01,6.909999847412109375e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.179999923706054688e+01,8.260000228881835938e+00,8.140000343322753906e+00
3.343999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.820000076293945312e+01,1.413000011444091797e+01,1.810000038146972656e+01
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.259999847412109375e+01,1.517000007629394531e+01,1.810000038146972656e+01
3.909599914550781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.309999847412109375e+01,5.329999923706054688e+00,4.050000190734863281e+00
3.968999938964843750e+02,1.000000000000000000e+00,4.000000000000000000e+01,3.290000152587890625e+01,3.529999971389770508e+00,6.409999847412109375e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,1.584000015258789062e+01,1.392000007629394531e+01
3.956300048828125000e+02,0.000000000000000000e+00,2.500000000000000000e+01,7.040000152587890625e+01,7.219999790191650391e+00,4.860000133514404297e+00
3.927799987792968750e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.509999847412109375e+01,9.689999580383300781e+00,1.389000034332275391e+01
3.951099853515625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.180000305175781250e+01,1.164000034332275391e+01,1.957999992370605469e+01
3.912500000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+01,5.429999923706054688e+01,1.138000011444091797e+01,4.929999828338623047e+00
3.856400146484375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.850000000000000000e+01,1.052999973297119141e+01,4.389999866485595703e+00
3.915000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.519999694824218750e+01,1.360999965667724609e+01,1.001000022888183594e+01
3.928500061035156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01,7.389999866485595703e+00,1.392000007629394531e+01
3.802300109863281250e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.730000305175781250e+01,1.197999954223632812e+01,8.140000343322753906e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.440000152587890625e+01,1.469999980926513672e+01,1.810000038146972656e+01
3.968999938964843750e+02,0.000000000000000000e+00,2.500000000000000000e+01,4.720000076293945312e+01,9.220000267028808594e+00,5.130000114440917969e+00
3.879400024414062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.440000152587890625e+01,1.280000019073486328e+01,8.140000343322753906e+00
2.722099914550781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.369999694824218750e+01,1.622999954223632812e+01,1.810000038146972656e+01
3.968999938964843750e+02,0.000000000000000000e+00,2.000000000000000000e+01,3.220000076293945312e+01,4.849999904632568359e+00,3.329999923706054688e+00
3.959899902343750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.509999847412109375e+01,1.285999965667724609e+01,4.489999771118164062e+00
3.481300048828125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.730000305175781250e+01,1.202999973297119141e+01,1.957999992370605469e+01
3.968999938964843750e+02,0.000000000000000000e+00,1.800000000000000000e+01,6.519999694824218750e+01,4.980000019073486328e+00,2.309999942779541016e+00
3.416000061035156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.327999973297119141e+01,1.957999992370605469e+01
3.945100097656250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.259999847412109375e+01,1.030000019073486328e+01,1.001000022888183594e+01
3.525799865722656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.540000152587890625e+01,1.813999938964843750e+01,1.810000038146972656e+01
3.933699951171875000e+02,0.000000000000000000e+00,6.000000000000000000e+01,9.899999618530273438e+00,5.030000209808349609e+00,2.930000066757202148e+00
3.921099853515625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,1.719000053405761719e+01,2.188999938964843750e+01
3.968999938964843750e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.309000015258789062e+01,1.059000015258789062e+01
3.947200012207031250e+02,0.000000000000000000e+00,9.000000000000000000e+01,2.079999923706054688e+01,7.849999904632568359e+00,2.970000028610229492e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,1.977000045776367188e+01,1.810000038146972656e+01
1.047999954223632812e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.790000152587890625e+01,1.901000022888183594e+01,1.810000038146972656e+01
3.914500122070312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.240000152587890625e+01,2.211000061035156250e+01,1.810000038146972656e+01
3.957699890136718750e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.350000000000000000e+01,1.510000038146972656e+01,9.689999580383300781e+00
3.937399902343750000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.240000152587890625e+01,1.050000000000000000e+01,1.389000034332275391e+01
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,3.440999984741210938e+01,2.188999938964843750e+01
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.540000152587890625e+01,1.709000015258789062e+01,1.001000022888183594e+01
3.884500122070312500e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.390000152587890625e+01,3.319999933242797852e+00,1.957999992370605469e+01
3.930700073242187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.490000152587890625e+01,7.739999771118164062e+00,1.810000038146972656e+01
3.832900085449218750e+02,0.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+02,7.789999961853027344e+00,3.970000028610229492e+00
3.922300109863281250e+02,0.000000000000000000e+00,2.000000000000000000e+01,3.720000076293945312e+01,4.590000152587890625e+00,3.329999923706054688e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.420000076293945312e+01,5.329999923706054688e+00,2.180000066757202148e+00
3.898500061035156250e+02,0.000000000000000000e+00,4.000000000000000000e+01,3.450000000000000000e+01,5.889999866485595703e+00,1.250000000000000000e+00
3.905499877929687500e+02,0.000000000000000000e+00,9.500000000000000000e+01,3.189999961853027344e+01,2.880000114440917969e+00,2.680000066757202148e+00
3.876900024414062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.519999694824218750e+01,1.409000015258789062e+01,8.560000419616699219e+00
3.416000061035156250e+02,0.000000000000000000e+00,8.000000000000000000e+01,3.150000000000000000e+01,1.293000030517578125e+01,1.759999990463256836e+00
3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.360000038146972656e+01,1.810000038146972656e+01
3.961400146484375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.729999923706054688e+01,8.510000228881835938e+00,5.190000057220458984e+00
