ID,V8,Amount,V6,V26,V9,V27,V13,V22,V12,V23,V19,V5,V4,V24,V17,Class
79,-0.12450786751126852,-0.42747227403488375,-0.07822522752805713,0.47190715414806733,0.7976989236448874,-0.14873233490868015,0.3432602235590074,-0.7467621515600996,0.7364948635604223,0.22385882860042303,0.07762627625668951,0.39207166734401416,-0.6623896902317375,-1.0942921657476863,0.4575410345187154,0
592,0.0030838252679758382,-0.396674490318726,0.6565787226937043,-0.6420874159712028,0.8117772774415637,-0.009242971782311005,-0.3018110498187125,0.2269911285577139,0.9818553366150785,-0.026895433725449117,-0.2726800805130516,0.20124343031747674,-0.2675705442971835,0.5181897515113172,0.5938885499724221,0
430,0.08769073389498874,-0.20368643646352358,2.237863822010902,-1.1123169265757997,0.7069787068106587,-0.10044112470345025,1.8144700027256229,-0.8266295127712932,-0.015258547463541825,0.07704676262114002,0.35622818900070635,0.6877270506788724,-1.2565640743338855,1.728666794223935,0.6244791197497574,0
235,0.08654967147519503,-0.43511832574804915,-0.6487489433346321,1.0812517727918367,0.16390693443176318,-0.6466520847042518,-0.539698409171225,0.8139749695453793,0.6745141091751788,-0.053505902046338635,-0.47861176671407174,0.5306780702180985,-0.7486489519544107,1.571367049586435,0.5820986532675809,0
13,1.1035853492649836,-0.20466889003560626,-0.6984234751666035,-0.13044923985840898,-3.4702243607272787,-3.076754354407194,1.5679473363564183,0.5281335590153299,-1.5827705376322523,-0.37059478763904086,2.3022897767974633,-3.12085494694363,2.2128200178598054,1.4028712780114805,-2.853653422540691,1
423,-0.048513416238895005,-0.22325007715977913,0.14859496603079178,-1.4906685425477466,0.30746099530677745,-0.29093109221439045,0.590369193218191,-1.043334756613071,0.7879940239928735,-0.04141646725589624,0.10436256116541542,0.30246039742658615,-0.3888275627981955,0.698741224891847,0.6106547405858426,0
295,0.012974423917269412,-0.3070149230230045,0.16653772170747597,0.8742997903610277,0.9515864563966013,0.08001925632454553,-0.9789451540241019,0.45583978161248456,0.588894661618194,-0.154877843562246,-0.2071647296783078,0.13480775415743756,-0.703880449712329,0.8459101353361154,0.548752500204813,0
604,1.3697291331288066,0.37015188037817387,-2.1685053904020255,1.0736238115762788,-1.466834740095051,-1.4887788660002463,0.358472532824863,0.5996886257025617,-2.9062991051751355,-0.8943057219732874,2.73655571798602,-2.078717349085846,1.8787519982282896,0.900245049615088,-2.1122012782779476,1
105,0.18469020355765156,-0.43507561037534986,-0.15346405554801296,1.5689940710432835,-0.4312367791947182,0.5517664946402004,0.6565969461923967,0.0527375774831578,-0.34444303132260784,-0.15749227504614527,1.0997495758746154,0.016302277639411878,-0.00030660200503347955,-0.8654716714912962,-0.5487802321493402,1
308,0.24310471902139508,2.6741763684029105,1.207569495653004,0.1966463415769888,-0.28333610442774276,1.047641382685489,-1.0606218556299916,0.533378291066713,-0.5636063215687268,0.7958306268603478,-0.7565818285586653,-0.476117294734113,-0.1768058567126722,-1.0376474400674012,-0.3783375486237759,1
228,0.08891858712466748,-0.43511832574804915,-0.330955106633813,-0.12652256840998777,-0.061928574899209145,0.4302227639075062,-1.7941985073320426,-0.21097609846477822,-0.3249176614403345,-0.25015270112388194,-0.7100386211784366,0.24405553196760157,0.2779925692117437,0.5008294704847305,-0.35050986122599026,1
220,0.10781727704326205,0.05961112085464098,0.712132833396891,1.498602058005815,0.8599113664303986,-0.05126053497532894,-0.4807178499087248,0.914560412005626,0.778959881358073,0.23868744144192924,0.8417719333979292,-0.045247119947795844,-0.1694871212956512,1.3122633763317972,0.8099029957749034,0
695,-0.041372858190785955,-0.0949330975712382,0.15902765739045277,-0.682697212976403,0.20093817782954973,-0.06055918422376551,-0.6854728871107008,-0.05098223650554339,0.6493870348502434,0.004129949780805694,0.154823590157743,0.1390054964041728,-0.8851364696659612,0.340342450321494,0.7931873992552141,0
16,0.0022030992097291503,-0.34973029572225245,-0.1235687913319194,-0.8848582072175216,0.27188873563831956,0.2424336485446133,-0.514084175105648,0.6285447258393237,0.6800506073556088,0.16809270214604338,-0.3198961341866194,0.33676782727107507,-0.4163644760068928,0.7908882526742347,0.6248166141228616,0
115,0.3770631192334466,-0.020779210565343702,-1.6913484353473074,-1.1278576585397173,-1.2897963710254274,-0.5110404198733104,-0.36804160143702586,1.3196711000965813,-2.7104119663133126,-0.5966412116320623,1.5332982058774243,-1.9849134273074114,1.5310251983530505,0.7430933983772117,-2.110852583180756,1
684,-0.006467737270547469,-0.15746840320293726,-1.0668306215417536,-0.2614681724112035,0.1637267688457262,0.5442870391336104,-1.1033118105497728,-0.7819940307887325,-0.39638253170855003,0.10172162997437276,0.16724135217435263,0.09229547011577777,-0.15673571391122484,-0.4306370033919311,-0.3153226188563101,1
531,-0.005484161772349089,-0.43511832574804915,-0.6448522321774625,0.09458424205960358,-0.8164600299771515,0.40479103419463097,-0.39687813383304116,-0.7545765884743876,-0.23041846998571214,-0.04380018341648166,-1.6478944965576465,0.7562509282981795,1.0245329843156423,0.12677173867231645,0.568568994495589,1
157,0.13444899182096798,-0.426660681953598,0.8647492424097742,0.49435325300771704,0.45399272904641386,0.08258622110302102,-1.4202521693931616,-0.284211623216002,0.745114979493505,0.16041031510660309,-0.8649762387759595,0.5379365275661456,-1.0308196195084576,-2.5566941654403097,0.6093458455489267,0
124,-0.26949861236125916,-0.43007791176953786,-0.6946876356991072,-0.04727465701793718,0.045571175635211424,-1.1394258557747896,0.04226933912055563,0.679433416843225,-0.7607796733632076,0.07538872188098403,2.0967778202518725,0.1823473347358244,0.3581516645690513,1.4741671871000184,-0.5238416958480033,1
234,-0.011468636914972451,-0.33832529121155325,0.8433996159718802,0.10019743820830017,0.44716835213505735,-0.06763380449644854,0.06582046226817369,0.6162233421305491,0.6052496693015521,0.15215898073547898,-1.6338026193130222,0.3352825580131534,0.4575345922905384,1.127757067129687,0.39416586102401313,0
460,-0.21835526090168234,0.4396925071325496,0.2578125178627367,-0.028031793340525597,0.5773846885350102,-0.27574648575104543,0.8335810688613879,-0.006391338473873466,0.7036110269441782,0.31899324409516233,0.14241570809855528,0.15308807006995837,-0.621641172263943,0.8227164205257859,0.45143094902957387,0
665,0.05390855978450819,1.0385620323760063,-0.20619226671558363,0.3758172520632541,0.07248344055872612,0.10177904871320688,0.697064330942112,0.9092520248233453,0.019988772635777526,0.8236204996069514,1.3059573470904313,-0.1100539375963534,0.24109706131406292,1.6938426510801063,0.16545443585671035,1
39,0.23518791551566007,-0.43182924205020706,-1.1735577805021968,1.0955093295228384,-1.3561608942277763,0.5828007894218062,-0.11574126458239721,-0.5601843479824853,-0.9797079853562451,0.04752682684010772,0.2665103437810138,0.2916832712843972,1.7358236344724716,-1.2832470354709353,0.06703488415064136,1
782,0.11927698183232932,0.24179218541693365,1.5818725986064948,0.02989915907451472,0.4527767800304107,0.05290142408102739,0.501785844178483,0.7161599620142083,0.834942902315505,0.23884431974304715,-0.9621167234529049,0.4558055568009307,0.2884069587302404,0.712337412427029,0.4069935343498029,0
83,-0.08410623924951828,-0.43084678847812435,-0.26608884454349885,-0.7367721986905783,0.5349933500106889,0.02719208890763402,0.2963848966928677,-0.6117257979254648,0.6949993493075901,-0.061834016586387916,-1.1981652085526455,0.5271602709009922,-0.06061515953354362,0.1071621452474109,1.2470952123725305,1
525,-8.721293853009096,-0.43507561037534986,4.045199708822872,-0.34042604321044984,-5.218732451248673,-5.736074100256924,-2.8205303784959117,7.391813563511773,-1.310529690200107,4.413626360653623,-0.9420460206783547,-4.179186568491254,3.042322718911774,0.11783818915030933,-1.6402678461519191,1
333,0.14435103560105633,0.2312414883602194,2.4611760576010697,-1.0507835847376727,-0.08664676468665757,0.022234629240314163,0.30345029418273156,-0.2884371859627259,0.5461266844903019,0.22939516403957544,-1.494023778829077,0.7981113832475876,-1.2221001110482692,1.7397131770425747,0.35998315799189917,0
419,0.12897560557656246,0.5180325006629704,2.7060591529075544,-0.8766406705502708,-0.1091225334421671,-0.046051664034491416,-0.24849372774862066,-0.5487536420728312,0.5800050039106598,0.8122898491071145,-1.4903172796804995,1.193750950102101,-0.03881205949513813,1.176719041706317,0.3957952221699706,0
184,0.04174734832500511,-0.3076129382407939,0.25921950755839973,-1.397409959548061,0.12707241212702505,0.11907059093576465,-0.34445257822541303,-0.2866136554041965,0.769010340842816,0.008572744174808074,0.3432488864002114,0.5322843883662055,-0.4294943974115834,1.0678401067565186,0.6966382560579255,0
