3.920000000000000000e+02,3.886900024414062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.540000152587890625e+01,1.502999973297119141e+01,2.188999938964843750e+01,1.839999961853027344e+01
1.800000000000000000e+01,3.952399902343750000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.130000305175781250e+01,2.145999908447265625e+01,6.199999809265136719e+00,2.170000076293945312e+01
2.540000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.390000152587890625e+01,2.287999916076660156e+01,1.810000038146972656e+01,1.280000019073486328e+01
1.120000000000000000e+02,1.098499984741210938e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.459999847412109375e+01,2.327000045776367188e+01,1.810000038146972656e+01,1.339999961853027344e+01
2.750000000000000000e+02,3.780799865722656250e+02,0.000000000000000000e+00,2.500000000000000000e+01,9.340000152587890625e+01,1.443999958038330078e+01,5.130000114440917969e+00,1.600000000000000000e+01
7.700000000000000000e+01,3.927799987792968750e+02,0.000000000000000000e+00,9.500000000000000000e+01,3.320000076293945312e+01,3.809999942779541016e+00,2.680000066757202148e+00,4.850000000000000000e+01
1.930000000000000000e+02,7.679999828338623047e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.540000152587890625e+01,2.438999938964843750e+01,1.810000038146972656e+01,8.300000190734863281e+00
3.130000000000000000e+02,3.940799865722656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.840000152587890625e+01,1.459000015258789062e+01,2.188999938964843750e+01,1.710000038146972656e+01
1.460000000000000000e+02,3.042099914550781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.830000305175781250e+01,1.930999946594238281e+01,1.810000038146972656e+01,1.300000000000000000e+01
1.880000000000000000e+02,3.914299926757812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.840000152587890625e+01,1.464999961853027344e+01,1.810000038146972656e+01,1.770000076293945312e+01
3.500000000000000000e+02,3.761400146484375000e+02,0.000000000000000000e+00,2.200000000000000000e+01,7.919999694824218750e+01,1.014999961853027344e+01,5.860000133514404297e+00,2.050000000000000000e+01
1.560000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.455999946594238281e+01,1.810000038146972656e+01,1.230000019073486328e+01
1.200000000000000000e+01,3.832300109863281250e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01,8.939999580383300781e+00,1.282999992370605469e+01,2.139999961853027344e+01
2.100000000000000000e+02,3.634299926757812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.740000152587890625e+01,4.590000152587890625e+00,1.957999992370605469e+01,4.129999923706054688e+01
6.300000000000000000e+01,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.350000000000000000e+01,1.335000038146972656e+01,2.773999977111816406e+01,2.010000038146972656e+01
3.550000000000000000e+02,3.703099975585937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.700000000000000000e+01,2.540999984741210938e+01,2.564999961853027344e+01,1.729999923706054688e+01
6.400000000000000000e+01,3.892500000000000000e+02,1.000000000000000000e+00,4.000000000000000000e+01,4.900000000000000000e+01,6.050000190734863281e+00,6.409999847412109375e+00,3.320000076293945312e+01
7.000000000000000000e+01,3.840700073242187500e+02,0.000000000000000000e+00,2.000000000000000000e+01,8.459999847412109375e+01,1.478999996185302734e+01,3.970000028610229492e+00,3.070000076293945312e+01
1.500000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.969999694824218750e+01,1.432999992370605469e+01,9.689999580383300781e+00,1.679999923706054688e+01
6.000000000000000000e+00,3.775599975585937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.140000152587890625e+01,1.140999984741210938e+01,5.960000038146972656e+00,2.000000000000000000e+01
5.300000000000000000e+01,3.928999938964843750e+02,0.000000000000000000e+00,1.000000000000000000e+02,4.050000000000000000e+01,3.950000047683715820e+00,1.320000052452087402e+00,3.160000038146972656e+01
3.100000000000000000e+01,3.968999938964843750e+02,0.000000000000000000e+00,8.000000000000000000e+01,2.339999961853027344e+01,4.699999809265136719e+00,4.949999809265136719e+00,2.789999961853027344e+01
2.560000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000000e+01,5.639999866485595703e+00,1.193000030517578125e+01,2.389999961853027344e+01
3.600000000000000000e+01,3.887399902343750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.419999694824218750e+01,1.044999980926513672e+01,1.001000022888183594e+01,1.850000000000000000e+01
1.040000000000000000e+02,3.833699951171875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.599999904632568359e+00,5.809999942779541016e+00,6.909999847412109375e+00,2.529999923706054688e+01
9.300000000000000000e+01,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.080000305175781250e+01,7.599999904632568359e+00,6.199999809265136719e+00,3.010000038146972656e+01
2.840000000000000000e+02,3.917000122070312500e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.850000000000000000e+01,9.710000038146972656e+00,6.199999809265136719e+00,2.670000076293945312e+01
1.140000000000000000e+02,3.682399902343750000e+02,0.000000000000000000e+00,7.000000000000000000e+01,2.010000038146972656e+01,4.969999790191650391e+00,2.240000009536743164e+00,2.250000000000000000e+01
1.130000000000000000e+02,3.929200134277343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.029999923706054688e+01,1.042000007629394531e+01,1.810000038146972656e+01,2.179999923706054688e+01
2.100000000000000000e+01,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.840000152587890625e+01,5.039999961853027344e+00,2.460000038146972656e+00,3.720000076293945312e+01
0.000000000000000000e+00,3.878900146484375000e+02,0.000000000000000000e+00,2.000000000000000000e+01,9.159999847412109375e+01,8.100000381469726562e+00,3.970000028610229492e+00,3.650000000000000000e+01
2.590000000000000000e+02,3.968999938964843750e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.380000305175781250e+01,1.792000007629394531e+01,1.389000034332275391e+01,2.150000000000000000e+01
3.470000000000000000e+02,3.955799865722656250e+02,0.000000000000000000e+00,2.500000000000000000e+01,4.340000152587890625e+01,9.500000000000000000e+00,5.130000114440917969e+00,2.500000000000000000e+01
3.880000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.329999923706054688e+01,1.414999961853027344e+01,6.909999847412109375e+00,2.000000000000000000e+01
6.100000000000000000e+01,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.179999923706054688e+01,8.260000228881835938e+00,8.140000343322753906e+00,2.039999961853027344e+01
4.100000000000000000e+01,3.343999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.820000076293945312e+01,1.413000011444091797e+01,1.810000038146972656e+01,1.989999961853027344e+01
1.410000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.259999847412109375e+01,1.517000007629394531e+01,1.810000038146972656e+01,1.380000019073486328e+01
1.890000000000000000e+02,3.909599914550781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.309999847412109375e+01,5.329999923706054688e+00,4.050000190734863281e+00,2.939999961853027344e+01
2.730000000000000000e+02,3.968999938964843750e+02,1.000000000000000000e+00,4.000000000000000000e+01,3.290000152587890625e+01,3.529999971389770508e+00,6.409999847412109375e+00,3.240000152587890625e+01
5.400000000000000000e+01,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,1.584000015258789062e+01,1.392000007629394531e+01,2.029999923706054688e+01
2.180000000000000000e+02,3.956300048828125000e+02,0.000000000000000000e+00,2.500000000000000000e+01,7.040000152587890625e+01,7.219999790191650391e+00,4.860000133514404297e+00,2.389999961853027344e+01
2.370000000000000000e+02,3.927799987792968750e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.509999847412109375e+01,9.689999580383300781e+00,1.389000034332275391e+01,2.870000076293945312e+01
7.300000000000000000e+01,3.951099853515625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.180000305175781250e+01,1.164000034332275391e+01,1.957999992370605469e+01,2.270000076293945312e+01
2.680000000000000000e+02,3.912500000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+01,5.429999923706054688e+01,1.138000011444091797e+01,4.929999828338623047e+00,2.200000000000000000e+01
9.400000000000000000e+01,3.856400146484375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.850000000000000000e+01,1.052999973297119141e+01,4.389999866485595703e+00,1.750000000000000000e+01
3.670000000000000000e+02,3.915000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.519999694824218750e+01,1.360999965667724609e+01,1.001000022888183594e+01,1.929999923706054688e+01
3.850000000000000000e+02,3.928500061035156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01,7.389999866485595703e+00,1.392000007629394531e+01,2.710000038146972656e+01
2.240000000000000000e+02,3.802300109863281250e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.730000305175781250e+01,1.197999954223632812e+01,8.140000343322753906e+00,2.100000000000000000e+01
1.260000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.440000152587890625e+01,1.469999980926513672e+01,1.810000038146972656e+01,2.000000000000000000e+01
3.500000000000000000e+01,3.968999938964843750e+02,0.000000000000000000e+00,2.500000000000000000e+01,4.720000076293945312e+01,9.220000267028808594e+00,5.130000114440917969e+00,1.960000038146972656e+01
3.060000000000000000e+02,3.879400024414062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.440000152587890625e+01,1.280000019073486328e+01,8.140000343322753906e+00,1.839999961853027344e+01
3.020000000000000000e+02,2.722099914550781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.369999694824218750e+01,1.622999954223632812e+01,1.810000038146972656e+01,1.489999961853027344e+01
3.010000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,2.000000000000000000e+01,3.220000076293945312e+01,4.849999904632568359e+00,3.329999923706054688e+00,3.509999847412109375e+01
3.890000000000000000e+02,3.959899902343750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.509999847412109375e+01,1.285999965667724609e+01,4.489999771118164062e+00,2.250000000000000000e+01
3.900000000000000000e+01,3.481300048828125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.730000305175781250e+01,1.202999973297119141e+01,1.957999992370605469e+01,1.910000038146972656e+01
1.310000000000000000e+02,3.968999938964843750e+02,0.000000000000000000e+00,1.800000000000000000e+01,6.519999694824218750e+01,4.980000019073486328e+00,2.309999942779541016e+00,2.400000000000000000e+01
4.800000000000000000e+01,3.416000061035156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.327999973297119141e+01,1.957999992370605469e+01,1.960000038146972656e+01
2.700000000000000000e+02,3.945100097656250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.259999847412109375e+01,1.030000019073486328e+01,1.001000022888183594e+01,1.920000076293945312e+01
1.220000000000000000e+02,3.525799865722656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.540000152587890625e+01,1.813999938964843750e+01,1.810000038146972656e+01,1.380000019073486328e+01
