6.660000000000000000e+02,5.839999914169311523e-01,0.000000000000000000e+00,6.002999782562255859e+00,0.000000000000000000e+00,2.400000000000000000e+01,3.312900085449218750e+02
1.930000000000000000e+02,4.880000054836273193e-01,0.000000000000000000e+00,7.764999866485595703e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.955599975585937500e+02
2.770000000000000000e+02,4.889999926090240479e-01,0.000000000000000000e+00,5.782999992370605469e+00,0.000000000000000000e+00,4.000000000000000000e+00,3.894299926757812500e+02
3.040000000000000000e+02,5.440000295639038086e-01,0.000000000000000000e+00,6.265999794006347656e+00,0.000000000000000000e+00,4.000000000000000000e+00,3.933900146484375000e+02
3.070000000000000000e+02,5.040000081062316895e-01,0.000000000000000000e+00,8.725000381469726562e+00,0.000000000000000000e+00,8.000000000000000000e+00,3.820000000000000000e+02
4.320000000000000000e+02,5.469999909400939941e-01,0.000000000000000000e+00,5.913000106811523438e+00,0.000000000000000000e+00,6.000000000000000000e+00,3.949500122070312500e+02
1.870000000000000000e+02,4.099999964237213135e-01,0.000000000000000000e+00,6.728000164031982422e+00,9.000000000000000000e+01,5.000000000000000000e+00,3.844599914550781250e+02
4.690000000000000000e+02,4.099999964237213135e-01,0.000000000000000000e+00,5.888000011444091797e+00,7.500000000000000000e+01,3.000000000000000000e+00,3.968999938964843750e+02
3.110000000000000000e+02,5.239999890327453613e-01,0.000000000000000000e+00,6.008999824523925781e+00,1.250000000000000000e+01,5.000000000000000000e+00,3.968999938964843750e+02
2.640000000000000000e+02,6.470000147819519043e-01,0.000000000000000000e+00,8.397999763488769531e+00,2.000000000000000000e+01,5.000000000000000000e+00,3.868599853515625000e+02
1.880000000000000000e+02,5.809999704360961914e-01,0.000000000000000000e+00,5.879000186920166016e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.793800048828125000e+02
3.980000000000000000e+02,4.370000064373016357e-01,0.000000000000000000e+00,6.738999843597412109e+00,4.500000000000000000e+01,5.000000000000000000e+00,3.897099914550781250e+02
6.660000000000000000e+02,6.140000224113464355e-01,0.000000000000000000e+00,6.484000205993652344e+00,0.000000000000000000e+00,2.400000000000000000e+01,3.962099914550781250e+02
3.290000000000000000e+02,4.040000140666961670e-01,0.000000000000000000e+00,7.274000167846679688e+00,8.000000000000000000e+01,2.000000000000000000e+00,3.922000122070312500e+02
