ID,sqft_above,sqft_basement,sqft_lot,bathrooms,view,sqft_living15,yr_renovated,sqft_living,zipcode,price
3281,1.8520008571473103,-0.6582360333332591,-0.16216281373462543,2.1191014873897425,-0.3047413035124374,-0.61840679811512,-0.21025114465313283,1.345469495002493,-1.3819732496027226,1699990
10156,-0.32050237519217173,-0.6582360333332591,-0.14301503186637368,-1.4408737085846692,-0.3047413035124374,-0.749769117968114,-0.21025114465313283,-0.6042854556180576,-1.3257926573977015,522500
16718,-1.2136425929317365,-0.6582360333332591,-0.2750769947516778,-1.4408737085846692,-0.3047413035124374,-1.0562811976250999,-0.21025114465313283,-1.4058513797620618,0.7528892541880831,180000
13178,-0.3929191496034878,2.0888811109336,-0.019685034833048703,-0.1463372736848832,-0.3047413035124374,0.16976712100284386,-0.21025114465313283,0.6522232903374083,2.063769738971911,525000
10664,-1.3464066793524827,-0.6582360333332591,-0.1715442646499749,-1.4408737085846692,-0.3047413035124374,-1.8152634901090652,-0.21025114465313283,-1.5250030711888731,0.9027041667348062,202000
16215,-0.07911312715445151,-0.6582360333332591,-0.2399566913249849,-0.4699713824098297,-0.3047413035124374,-0.8373439978701099,4.787751736989112,-0.3876460166602187,-1.1010702885776167,420000
5561,-0.3808496872016018,-0.6582360333332591,-0.24777456708777615,0.5009309437650099,-0.3047413035124374,-0.705981678017116,-0.21025114465313283,-0.6584453153575174,-0.23963454143395818,339900
11430,0.23469289529458479,-0.6582360333332591,-0.2519841924985099,-0.1463372736848832,-0.3047413035124374,-0.6330026114321193,-0.21025114465313283,-0.10601474601502803,0.5468937494363386,500000
10800,-0.706725172052524,-0.6582360333332591,-0.31965091410076135,-0.7936054911347763,-0.3047413035124374,-1.0854728242590985,-0.21025114465313283,-0.9509085579505999,0.4719862931629771,504200
6211,-1.2377815177355087,-0.11781954593649993,-0.23933126126396162,-1.4408737085846692,-0.3047413035124374,-1.4503681571840819,-0.21025114465313283,-1.167547996908439,-1.4194269777394035,159995
11932,0.3553875193134449,-0.6582360333332591,-0.05901496367047534,-0.4699713824098297,-0.3047413035124374,-0.42866122499412873,-0.21025114465313283,0.002304973463891455,-1.4381538418077437,249900
14135,-0.04290473994879347,1.2332216725553977,-0.19858208728805904,-0.4699713824098297,-0.3047413035124374,-0.2389156518731374,-0.21025114465313283,0.5547355428063808,-0.42690318211736217,334000
2173,-0.53775269842612,1.8186728672352201,-0.2399566913249849,-0.4699713824098297,-0.3047413035124374,0.27193781422183916,-0.21025114465313283,0.3922559635880016,0.7341623901197427,566000
