ID,floors,yr_built,lat,grade,waterfront,condition,bedrooms,long,sqft_lot15,price
9080,0.9406648389297984,0.6483327330508635,0.11826326920374171,0.2913359733484529,-0.089040328033553,-0.6285103076166956,0.6715712378129312,1.5324725037230726,-0.270771055468062,561000
14484,-0.9124765118474154,-1.7722106886304079,-0.18576600299612583,-1.4075506975435383,-0.089040328033553,0.9057185810876194,-1.4615171615230804,-0.4597659111751867,0.12150247428424711,340000
590,0.9406648389297984,-0.7835380234366491,-0.43215939421026994,-1.4075506975435383,-0.089040328033553,-0.6285103076166956,-0.3949729618550747,-0.3812188768960737,-0.0676427589426812,210000
10758,-0.9124765118474154,-0.13578696693039338,-1.3464085563468078,0.2913359733484529,-0.089040328033553,0.9057185810876194,-0.3949729618550747,0.211454199937455,-0.16391652363122447,335000
10900,-0.9124765118474154,-0.3403399321428952,0.9590266830834079,0.2913359733484529,-0.089040328033553,2.4399474697919343,0.6715712378129312,0.3328450710961027,-0.05960436693956011,649000
6396,0.9406648389297984,0.7847013765258647,-1.2635569774297473,-0.5581073620975427,-0.089040328033553,-0.6285103076166956,0.6715712378129312,1.3253939588053558,-0.16698232895334505,329500
3549,0.9406648389297984,-0.3403399321428952,0.37762473363959936,-0.5581073620975427,-0.089040328033553,0.9057185810876194,3.8712038368169486,0.5756268134134994,-0.17662839935709038,539000
9054,0.014094163541191468,-1.9767636538429096,0.6694063811299968,0.2913359733484529,-0.089040328033553,-0.6285103076166956,-0.3949729618550747,-1.3309239277256906,-0.24803923064063121,819000
10844,0.014094163541191468,-1.124459632124152,1.4093070032846216,0.2913359733484529,-0.089040328033553,-0.6285103076166956,-0.3949729618550747,-0.531172305974445,1.5730117428292238,470000
10544,0.9406648389297984,0.9892543417383666,-0.18144331192220425,0.2913359733484529,-0.089040328033553,-0.6285103076166956,-0.3949729618550747,2.489318194032646,-0.27776258711728824,490000
10318,-0.9124765118474154,0.7847013765258647,-1.775795869690657,-0.5581073620975427,-0.089040328033553,-0.6285103076166956,-0.3949729618550747,1.3682377956848903,-0.20317378690228094,208000
11723,-0.9124765118474154,-0.13578696693039338,1.2976374838747504,0.2913359733484529,-0.089040328033553,0.9057185810876194,-0.3949729618550747,0.8683930320902857,0.03797797319135171,400000
6189,-0.9124765118474154,0.03467383741335811,0.5541346191584988,1.990222644240444,-0.089040328033553,0.9057185810876194,-0.3949729618550747,-0.009905623940072992,0.21815011767060996,1775000
14362,0.9406648389297984,0.7847013765258647,-0.6295622865864826,1.1407793087944484,-0.089040328033553,-0.6285103076166956,0.6715712378129312,0.5613455344536884,0.3425395604351861,555000
6867,-0.9124765118474154,-0.2721556104053946,-1.0834448493492719,-0.5581073620975427,-0.089040328033553,-0.6285103076166956,-0.3949729618550747,-0.7168289324523945,-0.10929284587978302,291850
12358,0.9406648389297984,1.1256229852133677,0.921563360442703,1.990222644240444,-0.089040328033553,-0.6285103076166956,0.6715712378129312,0.01865693397954912,-0.20317378690228094,1875000
13032,-0.9124765118474154,-0.4426164147491461,0.8862613833388823,-1.4075506975435383,-0.089040328033553,-0.6285103076166956,-0.3949729618550747,0.14004780513829826,-0.17087066741066875,595000
4495,-0.9124765118474154,-0.4085242538803958,-0.8392128036721654,0.2913359733484529,-0.089040328033553,0.9057185810876194,0.6715712378129312,-0.9167668378902567,-0.10222653849099285,571000
