ID,V15,V21,V10,V16,V25,V1,V2,V11,V20,V18,V7,V28,V3,V14,Class
448,0.6246438820375125,0.11894083720898142,-0.4023375841166536,-1.334864356353101,0.46531676903217384,-0.44794217028252364,0.258841751808162,1.2390615482397969,-0.3332417565046422,-1.292493988670427,-0.2376438110106437,1.2130953426361752,-0.1615398701718291,-1.0086583127580449,1
340,0.9045659384217316,0.32677100371067946,0.9596941613867994,0.3855579253478271,1.273843071654539,0.27231565123234414,-0.05058490491734597,-0.8109690361821131,-0.14327619404909803,0.5066086006869018,0.5032200595362473,-0.007344393065800237,0.5374311589423342,0.8764130023348722,0
459,-1.2460811741041695,-0.03240348857579764,-0.03213259898908333,0.310117702141144,0.2047007230960101,0.1450872024989799,0.06126963245493974,-0.5505492265790669,-0.13945645218418334,0.18985267380872917,0.271965332405707,-0.21399037538122828,0.3985609193963733,-0.42345978823040387,1
266,-0.019957613923841495,-0.13086322871127762,0.7391879241325349,0.5629923010863506,-1.3591757453936155,0.48017386836725195,-0.15490584247827632,-0.8396797139510905,-0.3198027480648832,0.4527782341557606,0.6502252987815105,-0.2919055829321523,0.6421535986168377,1.1562327979578986,0
309,-1.1345778656401342,-0.15864530413966685,0.7647043105114593,0.6099763129661147,0.5186146965155807,0.6122831821481957,-0.3675487507173244,-0.2558377566911917,-0.33909263731298006,0.16573969881370307,0.45994720521172044,-0.09947673256241642,0.7183474870909033,0.7575356009941252,1
688,-0.058508647776015,0.31671271799211365,-0.4996916416837912,-0.552751235016246,0.7546465754594387,-0.0029652382517205817,-0.6079524273028409,0.6039873066986905,1.945078577583306,0.21721569519025932,0.499525838118397,0.42050803227521316,0.14934815078543617,-0.3737432214819052,1
87,-0.5388970664004148,0.055859932840799834,-0.2838729749341528,0.021907594683028574,0.6484577043897223,0.580612894677604,0.3015159837019487,0.39921402997268474,0.040362124978206966,0.07491356432488415,0.1627564907833038,0.6686383951148958,-0.35475887316238924,-1.227299132303281,1
170,0.6540040580055761,-2.5169239007945325,0.5332937469277477,0.8268268677889262,0.21102362311434572,-0.9630298355905498,-0.5812662584020207,-0.2797266268854684,-0.6278775071570492,1.1281222722287425,-0.7072350373609203,0.09159152903727522,-0.055357638509168916,0.4413227584339668,1
261,1.9092654652122338,0.006175198149953557,-0.26771397057809615,-0.7841873862293083,-0.5081626693259728,-0.5668215250210957,-0.560674683723262,1.1349071824370611,-1.6409209098285524,-1.0479249677717364,0.7075575022383996,-2.574069058450309,-0.05612633733124885,-0.5560865969638664,1
438,1.3984552110044761,0.3276480267689862,-0.3886533041309627,-1.281645320183132,-0.005575080122142729,0.2582298787701304,0.2659968139419943,0.1642150532264044,0.11273127178872276,-1.0898243841111706,-0.17292648100477248,-0.4991828878894892,-0.44570176153305296,-0.17693204214894442,1
764,1.0311455476559586,0.005277563926782426,0.6965275520503044,0.5553245050097199,0.4743614496154074,0.7732732358791222,-0.5428675586276,-0.6757703612297269,-0.3057444524561482,0.4063330602697209,0.4277320722142726,-0.23863985821819128,0.1312723872970522,0.9030426725196814,0
